2022-10-08 20:52:17 - __main__     - Tweet 38 of 78 posted: Sometimes, there's no better thing than a lie in.
2022-10-14 19:56:01 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:01 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:02 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:02 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:02 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:02 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:03 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:03 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:03 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:03 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:04 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:04 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:04 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:04 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:05 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:05 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:05 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:05 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:06 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:06 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:06 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:06 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:07 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:07 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:07 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:08 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:08 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:09 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:09 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:09 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:09 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:10 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:10 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:10 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:10 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:11 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:11 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:11 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:11 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:12 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:12 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:12 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:12 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:13 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:13 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:13 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:14 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:14 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:14 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:14 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:15 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-14 19:56:27 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some rompe colchón.
2022-10-14 19:56:28 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ceviche.
2022-10-14 19:56:30 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some arepa.
2022-10-14 19:56:31 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:32 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some rompe colchón.
2022-10-14 19:56:33 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some rompe colchón.
2022-10-14 19:56:34 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ceviche.
2022-10-14 19:56:34 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ajiaco.
2022-10-14 19:56:35 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some fugazzeta.
2022-10-14 19:56:36 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some rompe colchón.
2022-10-14 19:56:37 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some fugazzeta.
2022-10-14 19:56:39 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some arepa.
2022-10-14 19:56:41 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some ceviche.
2022-10-14 19:56:41 - __main__     - Tweet 7 of 90 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some anticucho.
2022-10-20 22:49:34 - __main__     - Tweet 13 of 94 posted: This Voldemort fellow looks as though Uncle Fester forgot his nose.
2022-10-20 22:49:37 - __main__     - Tweet 14 of 94 posted: Remind me to ask Cousin Itt if that's a relative of his next to Han Solo.
2022-10-20 22:55:03 - __main__     - Tweet 16 of 96 posted: A spider is a girl's best friend.
2022-10-20 22:56:14 - __main__     - Tweet 75 of 96 posted: I like Fridays too.
2022-10-20 23:06:49 - __main__     - Tweet 63 of 97 posted: I overheard someone saying that some company's headquarters was their version of hell. I can only assume they work in tech support, so it's fortunate I don't bother with printers. Sounds like more trouble than they're worth.
2022-10-20 23:10:58 - __main__     - Conditional Tweet 2 of 5 posted: It's Halloween. Finally.
2022-10-20 23:11:01 - __main__     - Tweet 18 of 97 posted: What's worse than Camp Chippewa? A printer, according to some man whose comment I overheard the other day.
2022-10-20 23:11:03 - __main__     - Tweet 32 of 97 posted: That moment when you look at Karen Gillan and you feel the last vestiges of your heterosexuality disappearing. Yes. Mother noticed.
2022-10-20 23:11:14 - __main__     - Conditional Tweet 2 of 5 posted: It's Halloween. Finally.
2022-10-20 23:11:16 - __main__     - Tweet 16 of 97 posted: I am not perky.
2022-10-20 23:11:17 - __main__     - Tweet 84 of 97 posted: Fuck. It's sunny. Where's my umbrella?
2022-10-20 23:12:38 - tweetbot     - Tweet 13 of 97 posted: Ah, what I would not give for Karen Gillan to look me in the eye and say 'Cara mia'.
2022-10-20 23:13:59 - __main__     - Tweet 73 of 98 posted: I forget to sleep sometimes, and I always end up paying for it the next day, moreso if I rise early.
2022-10-20 23:14:01 - __main__     - Conditional Tweet 4 of 5 posted: I'm quite enjoying Wednesday.
2022-10-20 23:14:02 - __main__     - Tweet 55 of 98 posted: Gay and tired? That sounds like me in the evenings.
2022-10-20 23:16:08 - __main__     - Tweet 20 of 99 posted: Sailor Saturn? I like her.
2022-10-20 23:17:15 - __main__     - Conditional Tweet 2 of 5 posted: It's Halloween. Finally.
2022-10-20 23:17:16 - __main__     - Tweet 27 of 100 posted: Still waiting on that full moon.
2022-10-20 23:17:32 - __main__     - Tweet 42 of 100 posted: I wonder whose idea was it to call bras 'over the shoulder boulder holders'.
2022-10-20 23:17:33 - __main__     - Tweet 92 of 100 posted: Sometimes I get halfway through the day and mentally I go back to bed.
2022-10-20 23:17:35 - __main__     - Tweet 10 of 100 posted: There's nothing better than a peaceful night.
2022-10-20 23:17:36 - __main__     - Tweet 46 of 100 posted: I can't tell whether it's going to rain or not some days.
2022-10-20 23:17:38 - __main__     - Tweet 26 of 100 posted: Damn, Lestrange. You could've picked a man with a nose at least.
2022-10-20 23:21:35 - __main__     - Conditional Tweet 4 of 5 posted: It's Halloween. Finally.
2022-10-20 23:21:36 - __main__     - Tweet 70 of 100 posted: Spotted a black cat out of the window. It's probably thinking about purrgatory.
2022-10-20 23:21:38 - __main__     - Tweet 13 of 100 posted: Ah, what I would not give for Karen Gillan to look me in the eye and say 'Cara mia'.
2022-10-20 23:21:41 - __main__     - Tweet 24 of 100 posted: You severely underestimate my apathy.
2022-10-20 23:21:47 - __main__     - Tweet 9 of 100 posted: Where's a thunderstorm when you need one?
2022-10-20 23:21:47 - __main__     - Conditional Tweet 3 of 5 posted: Halloween's not for some time yet. Still, another year closer to death's cold embrace.
2022-10-20 23:21:57 - __main__     - Tweet 38 of 100 posted: I'm gay for Karen Gillan. I'm pretty sure Mother knows.
2022-10-20 23:21:59 - __main__     - Conditional Tweet 1 of 5 posted: I'm quite enjoying Wednesday.
2022-10-20 23:22:00 - __main__     - Conditional Tweet 1 of 5 posted: I'm quite enjoying Wednesday.
2022-10-20 23:22:01 - __main__     - Tweet 14 of 100 posted: This Voldemort fellow looks as though Uncle Fester forgot his nose.
2022-10-20 23:22:02 - __main__     - Tweet 92 of 100 posted: Sometimes I get halfway through the day and mentally I go back to bed.
2022-10-20 23:22:04 - __main__     - Tweet 43 of 100 posted: I don't like dentists.
2022-10-20 23:22:05 - __main__     - Tweet 58 of 100 posted: If cats could talk, I wonder what they'd say.
2022-10-20 23:22:06 - __main__     - Tweet 90 of 100 posted: I want something to eat, but I don't know what I want.
2022-10-20 23:22:08 - __main__     - Tweet 54 of 100 posted: Linux intrigues me for some reason, though I am not quite sure why. Could you imagine a sysadmin in the Addams Family?
2022-10-20 23:22:09 - __main__     - Tweet 51 of 100 posted: I can hear that counterfeit Uncle Fester shitting bricks after what I've been hearing.
2022-10-20 23:22:10 - __main__     - Tweet 75 of 100 posted: A litle but of sudden rain is nice.
2022-10-20 23:23:03 - __main__     - Tweet 79 of 100 posted: Why did they choose November 23rd? I'd've released it on October 31st. Halloween's a much better date.
2022-10-20 23:23:05 - __main__     - Tweet 91 of 100 posted: I'm thinking about food. Odds are it's because I can smell it cooking. I hope whoever cooked it hasn't burned it.
2022-10-20 23:23:06 - __main__     - Tweet 66 of 100 posted: A friend of mine told me I should cosplay as Sailor Saturn. I'll give it some thought. She's my favourite sailor scout, after all.
2022-10-20 23:23:07 - __main__     - Tweet 64 of 100 posted: I'm still getting over Debbie's choice to use pastels. Like, seriously?
2022-10-20 23:23:08 - __main__     - Tweet 14 of 100 posted: This Voldemort fellow looks as though Uncle Fester forgot his nose.
2022-10-20 23:23:09 - __main__     - Tweet 44 of 100 posted: Sometimes, there's no better thing than a lie in.
2022-10-20 23:23:10 - __main__     - Tweet 17 of 100 posted: A spider is a girl's best friend.
2022-10-20 23:23:11 - __main__     - Tweet 82 of 100 posted: I've had the same song stuck in my head for the last two days...
2022-10-20 23:23:12 - __main__     - Tweet 39 of 100 posted: Sometimes I get bored enough that I see no other thing to do than to look through memes for hours on end. The creativity is... impressive.
2022-10-20 23:23:13 - __main__     - Tweet 97 of 100 posted: I tried brussels sprouts once. No thanks. What madman brought those things into existence?
2022-10-20 23:23:14 - __main__     - Tweet 81 of 100 posted: A wig from a bargain store and a pinafore is not an ideal cosplay, though kudos for the effort at least.
2022-10-20 23:23:16 - __main__     - Tweet 41 of 100 posted: I sometimes find myself drinkng tea as much as Captain Janeway drinks coffee.
2022-10-20 23:23:17 - __main__     - Tweet 48 of 100 posted: Man, those two at Camp Chippewa were the Gary, Indiana of people.
2022-10-20 23:23:18 - __main__     - Tweet 28 of 100 posted: I heard someone saying that Thing used to be Luke Skywalker's hand. I'm not so sure about that yet.
2022-10-20 23:23:19 - __main__     - Tweet 56 of 100 posted: Sometimes I just want to sleep after a long day.
2022-10-20 23:23:21 - __main__     - Tweet 28 of 100 posted: I heard someone saying that Thing used to be Luke Skywalker's hand. I'm not so sure about that yet.
2022-10-20 23:23:22 - __main__     - Tweet 84 of 100 posted: Fuck. It's sunny. Where's my umbrella?
2022-10-20 23:23:23 - __main__     - Tweet 12 of 100 posted: I can't tell of there's a thunderstorm coming or Pugsley's had beans again.
2022-10-20 23:23:24 - __main__     - Tweet 42 of 100 posted: I wonder whose idea was it to call bras 'over the shoulder boulder holders'.
2022-10-20 23:23:26 - __main__     - Tweet 63 of 100 posted: I overheard someone saying that some company's headquarters was their version of hell. I can only assume they work in tech support, so it's fortunate I don't bother with printers. Sounds like more trouble than they're worth.
2022-10-20 23:23:27 - __main__     - Tweet 31 of 100 posted: Okay, I admit it. I like Billie Eilish.
2022-10-20 23:23:28 - __main__     - Tweet 84 of 100 posted: Fuck. It's sunny. Where's my umbrella?
2022-10-20 23:23:29 - __main__     - Conditional Tweet 2 of 5 posted: It's Halloween. Finally.
2022-10-20 23:23:31 - __main__     - Tweet 73 of 100 posted: I forget to sleep sometimes, and I always end up paying for it the next day, moreso if I rise early.
2022-10-20 23:23:32 - __main__     - Tweet 31 of 100 posted: Okay, I admit it. I like Billie Eilish.
2022-10-20 23:23:33 - __main__     - Tweet 79 of 100 posted: Why did they choose November 23rd? I'd've released it on October 31st. Halloween's a much better date.
2022-10-20 23:23:43 - __main__     - Tweet 25 of 100 posted: Be afraid. Be very afraid.
2022-10-20 23:23:44 - __main__     - Tweet 84 of 100 posted: Fuck. It's sunny. Where's my umbrella?
2022-10-20 23:23:46 - __main__     - Tweet 92 of 100 posted: Sometimes I get halfway through the day and mentally I go back to bed.
2022-10-20 23:23:47 - __main__     - Conditional Tweet 4 of 5 posted: It's Halloween. Finally.
2022-10-20 23:23:48 - __main__     - Tweet 38 of 100 posted: I'm gay for Karen Gillan. I'm pretty sure Mother knows.
2022-10-20 23:23:49 - __main__     - Tweet 21 of 100 posted: Cats are homicidal furballs.
2022-10-20 23:23:50 - __main__     - Tweet 31 of 100 posted: Okay, I admit it. I like Billie Eilish.
2022-10-20 23:23:51 - __main__     - Tweet 85 of 100 posted: It's a bit cold outside.
2022-10-20 23:23:52 - __main__     - Tweet 76 of 100 posted: I like Fridays too.
2022-10-20 23:23:53 - __main__     - Tweet 94 of 100 posted: Been playing a lot of GTA V recently. I like the chaos.
2022-10-20 23:23:53 - __main__     - Tweet 90 of 100 posted: I want something to eat, but I don't know what I want.
2022-10-20 23:23:54 - __main__     - Tweet 13 of 100 posted: Ah, what I would not give for Karen Gillan to look me in the eye and say 'Cara mia'.
2022-10-20 23:23:54 - __main__     - Tweet 45 of 100 posted: I want nothing more than to just chill on some days. Today seems to be one of them.
2022-10-20 23:23:54 - __main__     - Tweet 53 of 100 posted: Those clouds had better not be mushroom shaped. I enjoy the macarbe, but not that.
2022-10-20 23:23:55 - __main__     - Tweet 72 of 100 posted: What in the fresh fuck is this Barbie thing?
2022-10-20 23:23:55 - __main__     - Tweet 90 of 100 posted: I want something to eat, but I don't know what I want.
2022-10-20 23:23:56 - __main__     - Tweet 43 of 100 posted: I don't like dentists.
2022-10-20 23:23:56 - __main__     - Tweet 67 of 100 posted: Could you imagine if Uncle Fester went to an anime convention? They'd say One Punch Man let himself go.
2022-10-20 23:23:56 - __main__     - Tweet 27 of 100 posted: Still waiting on that full moon.
2022-10-20 23:23:57 - __main__     - Tweet 13 of 100 posted: Ah, what I would not give for Karen Gillan to look me in the eye and say 'Cara mia'.
2022-10-20 23:23:57 - __main__     - Tweet 56 of 100 posted: Sometimes I just want to sleep after a long day.
2022-10-20 23:23:57 - __main__     - Tweet 69 of 100 posted: I want a lie in.
2022-10-20 23:23:58 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-20 23:23:58 - __main__     - Tweet 59 of 100 posted: I sometimes wish I was in the Townsend Agency. Someone should make fanfiction of that, come to think of it. The Addams Family x 2019 Charlie's Angels would be an interesting combination
2022-10-20 23:23:58 - __main__     - Tweet 53 of 100 posted: Those clouds had better not be mushroom shaped. I enjoy the macarbe, but not that.
2022-10-20 23:23:58 - __main__     - Tweet 84 of 100 posted: Fuck. It's sunny. Where's my umbrella?
2022-10-20 23:23:59 - __main__     - Tweet 25 of 100 posted: Be afraid. Be very afraid.
2022-10-20 23:23:59 - __main__     - Tweet 72 of 100 posted: What in the fresh fuck is this Barbie thing?
2022-10-20 23:23:59 - __main__     - Tweet 8 of 100 posted: If I could summon food out of thin air, I'd probably have some ceviche in front of me right now.Mother's been trying to guess who has been on my mind today. Billie Piper was her latest guess.
2022-10-20 23:23:59 - __main__     - Conditional Tweet 1 of 5 posted: I'm quite enjoying Wednesday.
2022-10-20 23:24:00 - __main__     - Tweet 34 of 100 posted: Who's that off-brand Uncle Fester playing at in the East?
2022-10-20 23:24:00 - __main__     - Tweet 68 of 100 posted: I hate it when I want a lie in and something wakes me up.
2022-10-20 23:24:00 - __main__     - Tweet 83 of 100 posted: What is this 'uwu' energy people keep mentioning? I'm aware kittens possess that energy, but still...
2022-10-20 23:24:01 - __main__     - Tweet 71 of 100 posted: I doubt Father could handle a trip to France. I can hear "Tish, that's French!" from half an acre away.
2022-10-20 23:24:01 - __main__     - Tweet 66 of 100 posted: A friend of mine told me I should cosplay as Sailor Saturn. I'll give it some thought. She's my favourite sailor scout, after all.
2022-10-20 23:24:01 - __main__     - Tweet 25 of 100 posted: Be afraid. Be very afraid.
2022-10-20 23:24:02 - __main__     - Tweet 29 of 100 posted: 'Wednesday's child is full of woe.' Sounds about right.
2022-10-20 23:24:02 - __main__     - Tweet 38 of 100 posted: I'm gay for Karen Gillan. I'm pretty sure Mother knows.
2022-10-20 23:24:02 - __main__     - Tweet 94 of 100 posted: Been playing a lot of GTA V recently. I like the chaos.
2022-10-20 23:24:03 - __main__     - Tweet 34 of 100 posted: Who's that off-brand Uncle Fester playing at in the East?
2022-10-20 23:24:03 - __main__     - Tweet 92 of 100 posted: Sometimes I get halfway through the day and mentally I go back to bed.
2022-10-20 23:24:04 - __main__     - Conditional Tweet 2 of 5 posted: It's Halloween. Finally.
2022-10-20 23:24:04 - __main__     - Tweet 67 of 100 posted: Could you imagine if Uncle Fester went to an anime convention? They'd say One Punch Man let himself go.
2022-10-20 23:24:04 - __main__     - Tweet 31 of 100 posted: Okay, I admit it. I like Billie Eilish.
2022-10-20 23:24:05 - __main__     - Tweet 24 of 100 posted: You severely underestimate my apathy.
2022-10-20 23:25:28 - __main__     - Tweet 12 of 100 posted: I can't tell of there's a thunderstorm coming or Pugsley's had beans again.
2022-10-20 23:25:30 - __main__     - Tweet 6 of 100 posted: Why do I have Doncamatic stuck in my head all of a sudden?
2022-10-20 23:25:35 - __main__     - Tweet 11 of 100 posted: Woe to the Republic.
2022-10-20 23:25:49 - __main__     - Tweet 7 of 100 posted: I'm sitting there doing fuck-all and all of a sudden Handbags and Gladrags plays in my head. Pretty sure my brain's a rdio station at this point.I've got street food stuck on my mind right now. I think my brain's telling me to have some tlayudas.
2022-10-20 23:25:49 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-20 23:26:17 - __main__     - Conditional Tweet 2 of 5 posted: It's Halloween. Finally.
2022-10-20 23:26:19 - __main__     - Tweet 7 of 100 posted: I'm sitting there doing fuck-all and all of a sudden Feel Good Inc. plays in my head. Pretty sure my brain's a rdio station at this point.I've got street food stuck on my mind right now. I think my brain's telling me to have some anticucho.
2022-10-20 23:26:19 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-20 23:27:19 - __main__     - Tweet 9 of 100 posted: Where's a thunderstorm when you need one?
2022-10-20 23:27:20 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-20 23:27:25 - __main__     - Conditional Tweet 1 of 5 posted: I'm quite enjoying Wednesday.
2022-10-20 23:27:27 - __main__     - Tweet 9 of 100 posted: Where's a thunderstorm when you need one?
2022-10-20 23:27:29 - __main__     - Conditional Tweet 5 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-20 23:27:31 - __main__     - Tweet 12 of 100 posted: I can't tell of there's a thunderstorm coming or Pugsley's had beans again.
2022-10-20 23:27:34 - __main__     - Tweet 7 of 100 posted: I'm sitting there doing fuck-all and all of a sudden Goodnight Moon plays in my head. Pretty sure my brain's a rdio station at this point.I've got street food stuck on my mind right now. I think my brain's telling me to have some memelas.
2022-10-20 23:27:35 - __main__     - Conditional Tweet 5 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-20 23:27:36 - __main__     - Tweet 9 of 100 posted: Where's a thunderstorm when you need one?
2022-10-20 23:27:37 - __main__     - Tweet 8 of 100 posted: If I could summon food out of thin air, I'd probably have some picarones in front of me right now.Mother's been trying to guess who has been on my mind today. Sonequa Martin-Green was her latest guess.
2022-10-20 23:28:02 - __main__     - Conditional Tweet 4 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-20 23:28:03 - __main__     - Conditional Tweet 2 of 5 posted: It's Halloween. Finally.
2022-10-20 23:28:04 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-20 23:28:05 - __main__     - Tweet 8 of 101 posted: If I could summon food out of thin air, I'd probably have some memelas in front of me right now.
2022-10-20 23:28:11 - __main__     - Conditional Tweet 5 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-20 23:28:13 - __main__     - Tweet 9 of 101 posted: Mother's been trying to guess who has been on my mind today. Jodie Whittaker was her latest guess.
2022-10-20 23:28:16 - __main__     - Tweet 12 of 101 posted: Woe to the Republic.
2022-10-20 23:28:17 - __main__     - Tweet 6 of 101 posted: Why do I have Goodnight Moon stuck in my head all of a sudden?
2022-10-20 23:28:17 - __main__     - Conditional Tweet 4 of 5 posted: It's Halloween. Finally.
2022-10-20 23:28:18 - __main__     - Tweet 11 of 101 posted: There's nothing better than a peaceful night.
2022-10-20 23:28:19 - __main__     - Conditional Tweet 1 of 5 posted: I'm quite enjoying Wednesday.
2022-10-20 23:28:25 - __main__     - Tweet 6 of 101 posted: Why do I have Ain't No Mountain High Enough stuck in my head all of a sudden?
2022-10-20 23:28:26 - __main__     - Conditional Tweet 3 of 5 posted: Halloween's not for some time yet. Still, another year closer to death's cold embrace.
2022-10-20 23:28:27 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-20 23:28:27 - __main__     - Tweet 12 of 101 posted: Woe to the Republic.
2022-10-20 23:28:28 - __main__     - Tweet 9 of 101 posted: Mother's been trying to guess who has been on my mind today. Florence Pugh was her latest guess.
2022-10-20 23:28:28 - __main__     - Conditional Tweet 5 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-20 23:28:28 - __main__     - Tweet 8 of 101 posted: If I could summon food out of thin air, I'd probably have some tlayudas in front of me right now.
2022-10-20 23:28:29 - __main__     - Tweet 6 of 101 posted: Why do I have Licence to Kill stuck in my head all of a sudden?
2022-10-20 23:28:29 - __main__     - Conditional Tweet 1 of 5 posted: I'm quite enjoying Wednesday.
2022-10-20 23:28:29 - __main__     - Tweet 8 of 101 posted: If I could summon food out of thin air, I'd probably have some ajiaco in front of me right now.
2022-10-20 23:28:30 - __main__     - Tweet 11 of 101 posted: There's nothing better than a peaceful night.
2022-10-20 23:28:30 - __main__     - Tweet 9 of 101 posted: Mother's been trying to guess who has been on my mind today. Karen Gillan was her latest guess.
2022-10-20 23:28:30 - __main__     - Conditional Tweet 5 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-20 23:28:31 - __main__     - Tweet 12 of 101 posted: Woe to the Republic.
2022-10-20 23:28:31 - __main__     - Conditional Tweet 1 of 5 posted: I'm quite enjoying Wednesday.
2022-10-20 23:28:32 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-20 23:28:32 - __main__     - Conditional Tweet 4 of 5 posted: Halloween's not for some time yet. Still, another year closer to death's cold embrace.
2022-10-20 23:28:32 - __main__     - Conditional Tweet 3 of 5 posted: Halloween's not for some time yet. Still, another year closer to death's cold embrace.
2022-10-20 23:28:33 - __main__     - Tweet 11 of 101 posted: There's nothing better than a peaceful night.
2022-10-20 23:28:33 - __main__     - Tweet 9 of 101 posted: Mother's been trying to guess who has been on my mind today. Evanna Lynch was her latest guess.
2022-10-20 23:28:33 - __main__     - Tweet 12 of 101 posted: Woe to the Republic.
2022-10-20 23:28:34 - __main__     - Conditional Tweet 2 of 5 posted: It's Halloween. Finally.
